timestamp,cpu,ram,temperature,health_score,model,label,confidence,latency_ms
2026-07-14 22:32:02,99.98,45.36,79.81,0.649,int8,curly-coated retriever,0.4141,13.26
2026-07-14 22:32:03,99.99,45.37,77.09,0.649,int8,curly-coated retriever,0.4141,13.66
2026-07-14 22:32:04,99.99,45.38,74.65,0.649,int8,curly-coated retriever,0.4141,15.94
2026-07-14 22:32:05,100.0,45.43,73.19,0.649,int8,curly-coated retriever,0.4141,16.21
2026-07-14 22:32:06,100.0,45.46,72.71,0.649,int8,curly-coated retriever,0.4141,12.95
2026-07-14 22:32:07,100.0,45.48,72.43,0.649,int8,curly-coated retriever,0.4141,13.8
2026-07-14 22:32:08,100.0,45.45,72.26,0.649,int8,curly-coated retriever,0.4141,13.1
2026-07-14 22:32:09,100.0,45.43,72.15,0.649,int8,curly-coated retriever,0.4141,13.12
2026-07-14 22:32:10,100.0,45.42,72.09,0.649,int8,curly-coated retriever,0.4141,13.23
2026-07-14 22:32:11,100.0,45.41,72.46,0.649,int8,curly-coated retriever,0.4141,10.99
2026-07-14 22:32:12,100.0,45.41,72.27,0.649,int8,curly-coated retriever,0.4141,12.35
2026-07-14 22:32:13,100.0,45.44,72.16,0.649,int8,curly-coated retriever,0.4141,7.14
2026-07-14 22:32:14,100.0,45.47,71.7,0.649,fp32,curly-coated retriever,0.5467,54.37
2026-07-14 22:32:15,100.0,45.48,71.82,0.6429,int8,curly-coated retriever,0.4141,12.93
2026-07-14 22:32:16,100.0,45.49,71.89,0.6429,int8,curly-coated retriever,0.4141,17.82
2026-07-14 22:32:17,100.0,45.49,71.93,0.6429,int8,curly-coated retriever,0.4141,3.78
2026-07-14 22:32:18,88.98,45.45,69.95,0.6429,int8,curly-coated retriever,0.4141,3.74
2026-07-14 22:32:19,84.28,45.44,69.15,0.6429,int8,curly-coated retriever,0.4141,4.25
2026-07-14 22:32:20,80.56,45.42,68.44,0.6429,int8,curly-coated retriever,0.4141,3.61
2026-07-14 22:32:21,76.8,45.41,67.69,0.6429,int8,curly-coated retriever,0.4141,3.65
